Datum,Gemischtwarenladen,Feiertag,Sonderaktionen,Kundenfrequenz,Beleggröße,Produktverkäufe
12/04/2017,2,NEIN,JA,2074,19.09 €,"39,584.01 €"
13/04/2017,2,NEIN,JA,1656,24.58 €,"40,715.72 €"
14/04/2017,2,JA,NEIN,0,0.00 €,0.00 €
15/04/2017,2,NEIN,JA,3869,21.83 €,"84,451.83 €"
16/04/2017,2,NEIN,JA,0,0.00 €,0.00 €
17/04/2017,2,JA,NEIN,0,0.00 €,0.00 €
18/04/2017,2,NEIN,JA,2996,12.96 €,"38,812.49 €"
19/04/2017,2,NEIN,JA,1631,22.36 €,"36,459.42 €"
20/04/2017,2,NEIN,JA,1752,23.83 €,"41,754.62 €"
21/04/2017,2,NEIN,JA,3672,24.36 €,"89,438.56 €"
22/04/2017,2,NEIN,JA,2847,28.06 €,"79,868.96 €"
23/04/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
24/04/2017,2,NEIN,NEIN,1660,18.73 €,"31,096.61 €"
25/04/2017,2,NEIN,NEIN,2372,19.80 €,"46,984.55 €"
26/04/2017,2,NEIN,NEIN,711,35.89 €,"25,523.56 €"
27/04/2017,2,NEIN,NEIN,1525,17.74 €,"27,039.68 €"
28/04/2017,2,NEIN,NEIN,2824,26.18 €,"73,949.44 €"
29/04/2017,2,NEIN,NEIN,2380,24.71 €,"58,816.52 €"
30/04/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
01/05/2017,2,JA,JA,0,0.00 €,0.00 €
02/05/2017,2,NEIN,NEIN,2089,18.17 €,"37,956.56 €"
03/05/2017,2,NEIN,NEIN,1106,21.55 €,"23,824.43 €"
04/05/2017,2,NEIN,NEIN,1052,22.74 €,"23,925.42 €"
05/05/2017,2,NEIN,NEIN,2333,24.55 €,"57,287.43 €"
06/05/2017,2,NEIN,NEIN,2072,33.06 €,"68,502.43 €"
07/05/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
08/05/2017,2,NEIN,NEIN,826,29.63 €,"24,478.32 €"
09/05/2017,2,NEIN,NEIN,1715,18.73 €,"32,124.56 €"
10/05/2017,2,NEIN,NEIN,1487,22.31 €,"33,179.87 €"
11/05/2017,2,NEIN,NEIN,750,26.33 €,"19,751.19 €"
12/05/2017,2,NEIN,NEIN,2625,25.07 €,"65,795.51 €"
13/05/2017,2,NEIN,NEIN,2614,23.68 €,"61,880.71 €"
14/05/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
15/05/2017,2,NEIN,NEIN,1143,25.14 €,"28,742.58 €"
16/05/2017,2,NEIN,NEIN,1576,21.67 €,"34,157.98 €"
17/05/2017,2,NEIN,NEIN,1517,17.98 €,"27,266.22 €"
18/05/2017,2,NEIN,NEIN,924,23.21 €,"21,442.80 €"
19/05/2017,2,NEIN,NEIN,2254,24.51 €,"55,250.31 €"
20/05/2017,2,NEIN,NEIN,3017,23.66 €,"71,391.76 €"
21/05/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
22/05/2017,2,NEIN,NEIN,1866,21.60 €,"40,314.16 €"
23/05/2017,2,NEIN,NEIN,1386,26.36 €,"36,539.81 €"
24/05/2017,2,NEIN,NEIN,1683,15.80 €,"26,584.13 €"
25/05/2017,2,JA,JA,0,0.00 €,0.00 €
26/05/2017,2,NEIN,NEIN,2021,26.67 €,"53,905.02 €"
27/05/2017,2,NEIN,NEIN,1813,27.55 €,"49,936.01 €"
28/05/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
29/05/2017,2,NEIN,NEIN,1521,25.12 €,"38,199.81 €"
30/05/2017,2,NEIN,NEIN,901,27.55 €,"24,828.13 €"
31/05/2017,2,NEIN,NEIN,1095,25.84 €,"28,310.07 €"
01/06/2017,2,NEIN,NEIN,763,26.34 €,"20,098.73 €"
02/06/2017,2,NEIN,NEIN,2344,28.83 €,"67,570.95 €"
03/06/2017,2,NEIN,NEIN,3015,27.92 €,"84,173.49 €"
04/06/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
05/06/2017,2,JA,JA,0,0.00 €,0.00 €
06/06/2017,2,NEIN,JA,1734,23.87 €,"41,393.50 €"
07/06/2017,2,NEIN,NEIN,1193,23.12 €,"27,588.89 €"
08/06/2017,2,NEIN,NEIN,1370,24.16 €,"33,095.57 €"
09/06/2017,2,NEIN,NEIN,1786,33.80 €,"60,379.20 €"
10/06/2017,2,NEIN,NEIN,2623,25.49 €,"66,861.03 €"
11/06/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
12/06/2017,2,NEIN,NEIN,1204,28.52 €,"34,337.38 €"
13/06/2017,2,NEIN,NEIN,1308,24.75 €,"32,365.86 €"
14/06/2017,2,NEIN,NEIN,1753,16.42 €,"28,779.25 €"
15/06/2017,2,JA,JA,0,0.00 €,0.00 €
16/06/2017,2,NEIN,NEIN,2554,24.85 €,"63,483.04 €"
17/06/2017,2,NEIN,NEIN,2553,29.73 €,"75,896.13 €"
18/06/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
19/06/2017,2,NEIN,NEIN,1632,28.00 €,"45,715.70 €"
20/06/2017,2,NEIN,NEIN,1431,21.50 €,"30,767.62 €"
21/06/2017,2,NEIN,NEIN,1203,20.27 €,"24,379.90 €"
22/06/2017,2,NEIN,NEIN,829,24.28 €,"20,122.93 €"
23/06/2017,2,NEIN,NEIN,2133,25.24 €,"53,840.91 €"
24/06/2017,2,NEIN,NEIN,4392,17.55 €,"77,076.25 €"
25/06/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
26/06/2017,2,NEIN,NEIN,1423,30.93 €,"44,001.98 €"
27/06/2017,2,NEIN,NEIN,1315,24.70 €,"32,485.22 €"
28/06/2017,2,NEIN,NEIN,1350,21.02 €,"28,380.96 €"
29/06/2017,2,NEIN,NEIN,1007,28.39 €,"28,574.62 €"
30/06/2017,2,NEIN,NEIN,3331,18.80 €,"62,601.71 €"
01/07/2017,2,NEIN,NEIN,2720,21.60 €,"58,757.13 €"
02/07/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
03/07/2017,2,NEIN,NEIN,861,31.16 €,"26,836.53 €"
04/07/2017,2,NEIN,NEIN,1423,24.38 €,"34,678.74 €"
05/07/2017,2,NEIN,NEIN,939,23.43 €,"22,000.65 €"
06/07/2017,2,NEIN,NEIN,1458,14.91 €,"21,730.01 €"
07/07/2017,2,NEIN,NEIN,5481,11.72 €,"64,249.11 €"
08/07/2017,2,NEIN,NEIN,4610,16.47 €,"75,919.25 €"
09/07/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
10/07/2017,2,NEIN,NEIN,1902,16.50 €,"31,372.79 €"
11/07/2017,2,NEIN,NEIN,909,28.58 €,"25,985.81 €"
12/07/2017,2,NEIN,NEIN,1300,20.81 €,"27,058.94 €"
13/07/2017,2,NEIN,NEIN,932,24.77 €,"23,085.48 €"
14/07/2017,2,NEIN,NEIN,3187,20.55 €,"65,499.96 €"
15/07/2017,2,NEIN,NEIN,2962,24.32 €,"72,048.93 €"
16/07/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
17/07/2017,2,NEIN,JA,2448,21.36 €,"52,287.54 €"
18/07/2017,2,NEIN,JA,1517,26.42 €,"40,069.38 €"
19/07/2017,2,NEIN,JA,1858,23.53 €,"43,725.08 €"
20/07/2017,2,NEIN,JA,1785,19.08 €,"34,053.41 €"
21/07/2017,2,NEIN,JA,6344,14.62 €,"92,736.79 €"
22/07/2017,2,NEIN,JA,4003,25.59 €,"102,448.45 €"
23/07/2017,2,NEIN,JA,0,0.00 €,0.00 €
24/07/2017,2,NEIN,JA,1448,25.37 €,"36,731.65 €"
25/07/2017,2,NEIN,JA,1891,29.58 €,"55,928.73 €"
26/07/2017,2,NEIN,JA,2514,17.98 €,"45,209.09 €"
27/07/2017,2,NEIN,JA,1191,29.24 €,"34,821.54 €"
28/07/2017,2,NEIN,JA,2945,29.95 €,"88,203.38 €"
29/07/2017,2,NEIN,JA,3147,28.52 €,"89,730.08 €"
30/07/2017,2,NEIN,JA,0,0.00 €,0.00 €
31/07/2017,2,NEIN,JA,2876,23.84 €,"68,563.60 €"
01/08/2017,2,NEIN,JA,2161,28.87 €,"62,386.71 €"
02/08/2017,2,NEIN,JA,2611,21.47 €,"56,055.67 €"
03/08/2017,2,NEIN,JA,1927,20.71 €,"39,894.15 €"
04/08/2017,2,NEIN,JA,3250,28.47 €,"92,518.61 €"
05/08/2017,2,NEIN,JA,6540,18.58 €,"121,528.69 €"
06/08/2017,2,NEIN,JA,0,0.00 €,0.00 €
07/08/2017,2,NEIN,JA,1678,27.29 €,"45,801.59 €"
08/08/2017,2,NEIN,JA,2942,17.17 €,"50,518.34 €"
09/08/2017,2,NEIN,JA,1975,24.47 €,"48,341.86 €"
10/08/2017,2,NEIN,JA,2282,16.08 €,"36,700.14 €"
11/08/2017,2,NEIN,JA,3643,21.76 €,"79,285.90 €"
12/08/2017,2,NEIN,JA,4196,23.62 €,"99,138.97 €"
13/08/2017,2,NEIN,JA,0,0.00 €,0.00 €
14/08/2017,2,NEIN,JA,2387,24.11 €,"57,551.76 €"
15/08/2017,2,NEIN,JA,2224,20.63 €,"45,874.85 €"
16/08/2017,2,NEIN,JA,1654,28.25 €,"46,731.71 €"
17/08/2017,2,NEIN,JA,1034,33.73 €,"34,891.17 €"
18/08/2017,2,NEIN,JA,3655,25.54 €,"93,347.42 €"
19/08/2017,2,NEIN,JA,4018,24.75 €,"99,447.14 €"
20/08/2017,2,NEIN,JA,0,0.00 €,0.00 €
21/08/2017,2,NEIN,JA,1827,25.91 €,"47,331.21 €"
22/08/2017,2,NEIN,JA,2050,24.04 €,"49,291.01 €"
23/08/2017,2,NEIN,JA,2161,25.01 €,"54,049.24 €"
24/08/2017,2,NEIN,JA,1934,23.28 €,"45,014.21 €"
25/08/2017,2,NEIN,JA,4601,27.25 €,"125,400.02 €"
26/08/2017,2,NEIN,JA,3984,22.06 €,"87,890.63 €"
27/08/2017,2,NEIN,JA,0,0.00 €,0.00 €
28/08/2017,2,NEIN,JA,2288,19.72 €,"45,115.29 €"
29/08/2017,2,NEIN,JA,1991,23.14 €,"46,068.47 €"
30/08/2017,2,NEIN,NEIN,878,26.05 €,"22,879.40 €"
31/08/2017,2,NEIN,NEIN,781,27.60 €,"21,546.05 €"
01/09/2017,2,NEIN,NEIN,2363,25.16 €,"59,454.33 €"
02/09/2017,2,NEIN,NEIN,3203,17.01 €,"54,494.84 €"
03/09/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
04/09/2017,2,NEIN,NEIN,730,29.89 €,"21,834.90 €"
05/09/2017,2,NEIN,NEIN,1198,20.63 €,"24,706.84 €"
06/09/2017,2,NEIN,NEIN,1787,20.21 €,"36,130.39 €"
07/09/2017,2,NEIN,NEIN,1124,26.64 €,"29,949.45 €"
08/09/2017,2,NEIN,NEIN,2253,27.66 €,"62,312.21 €"
09/09/2017,2,NEIN,NEIN,3333,21.20 €,"70,651.19 €"
10/09/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
11/09/2017,2,NEIN,NEIN,1059,31.62 €,"33,471.90 €"
12/09/2017,2,NEIN,NEIN,1267,28.91 €,"36,641.70 €"
13/09/2017,2,NEIN,NEIN,1546,18.30 €,"28,282.86 €"
14/09/2017,2,NEIN,NEIN,596,21.01 €,"12,527.54 €"
15/09/2017,2,NEIN,NEIN,2702,26.29 €,"71,021.76 €"
16/09/2017,2,NEIN,NEIN,2609,28.25 €,"73,682.97 €"
17/09/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
18/09/2017,2,NEIN,NEIN,1177,25.75 €,"30,298.01 €"
19/09/2017,2,NEIN,NEIN,1245,29.42 €,"36,629.05 €"
20/09/2017,2,NEIN,NEIN,1217,25.74 €,"31,318.94 €"
21/09/2017,2,NEIN,NEIN,1255,24.61 €,"30,885.01 €"
22/09/2017,2,NEIN,NEIN,3077,21.95 €,"67,547.77 €"
23/09/2017,2,NEIN,NEIN,2473,26.12 €,"64,579.68 €"
24/09/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
25/09/2017,2,NEIN,NEIN,2179,19.23 €,"41,885.35 €"
26/09/2017,2,NEIN,NEIN,1065,22.27 €,"23,710.37 €"
27/09/2017,2,NEIN,NEIN,1213,32.42 €,"39,331.30 €"
28/09/2017,2,NEIN,NEIN,1200,22.72 €,"27,266.35 €"
29/09/2017,2,NEIN,NEIN,4343,17.65 €,"76,644.24 €"
30/09/2017,2,NEIN,NEIN,2152,24.64 €,"53,031.42 €"
01/10/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
02/10/2017,2,NEIN,NEIN,1514,20.44 €,"30,956.55 €"
03/10/2017,2,JA,JA,0,0.00 €,0.00 €
04/10/2017,2,NEIN,NEIN,1302,19.94 €,"25,956.83 €"
05/10/2017,2,NEIN,NEIN,1044,26.71 €,"27,874.78 €"
06/10/2017,2,NEIN,NEIN,2258,28.65 €,"64,684.57 €"
07/10/2017,2,NEIN,NEIN,2968,18.46 €,"54,789.77 €"
08/10/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
09/10/2017,2,NEIN,NEIN,969,28.87 €,"27,987.90 €"
10/10/2017,2,NEIN,NEIN,1197,27.72 €,"33,166.26 €"
11/10/2017,2,NEIN,NEIN,1076,25.51 €,"27,459.27 €"
12/10/2017,2,NEIN,NEIN,1223,16.21 €,"19,817.05 €"
13/10/2017,2,NEIN,NEIN,3520,20.37 €,"71,697.00 €"
14/10/2017,2,NEIN,NEIN,1793,25.74 €,"46,153.27 €"
15/10/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
16/10/2017,2,NEIN,NEIN,1615,20.46 €,"33,036.19 €"
17/10/2017,2,NEIN,NEIN,1145,28.38 €,"32,498.40 €"
18/10/2017,2,NEIN,NEIN,1188,21.76 €,"25,857.50 €"
19/10/2017,2,NEIN,NEIN,1738,16.41 €,"28,517.60 €"
20/10/2017,2,NEIN,NEIN,2030,33.53 €,"68,060.09 €"
21/10/2017,2,NEIN,NEIN,2275,29.73 €,"67,632.52 €"
22/10/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
23/10/2017,2,NEIN,JA,2288,25.17 €,"57,592.33 €"
24/10/2017,2,NEIN,JA,1735,27.61 €,"47,902.42 €"
25/10/2017,2,NEIN,JA,1900,24.50 €,"46,542.86 €"
26/10/2017,2,NEIN,JA,1338,23.18 €,"31,005.73 €"
27/10/2017,2,NEIN,JA,4530,25.16 €,"113,976.73 €"
28/10/2017,2,NEIN,JA,4813,24.48 €,"117,808.35 €"
29/10/2017,2,NEIN,JA,0,0.00 €,0.00 €
30/10/2017,2,NEIN,JA,2341,23.59 €,"55,219.74 €"
31/10/2017,2,JA,NEIN,0,0.00 €,0.00 €
01/11/2017,2,JA,NEIN,0,0.00 €,0.00 €
02/11/2017,2,NEIN,JA,2167,19.33 €,"41,895.66 €"
03/11/2017,2,NEIN,JA,3199,23.16 €,"74,075.05 €"
04/11/2017,2,NEIN,JA,5656,21.46 €,"121,383.13 €"
05/11/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
06/11/2017,2,NEIN,NEIN,1067,25.68 €,"27,393.90 €"
07/11/2017,2,NEIN,NEIN,1082,27.89 €,"30,178.31 €"
08/11/2017,2,NEIN,NEIN,1373,22.95 €,"31,524.11 €"
09/11/2017,2,NEIN,NEIN,877,28.84 €,"25,302.33 €"
10/11/2017,2,NEIN,NEIN,3571,19.06 €,"68,073.14 €"
11/11/2017,2,NEIN,NEIN,3926,18.97 €,"74,479.12 €"
12/11/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
13/11/2017,2,NEIN,NEIN,1824,21.59 €,"39,386.09 €"
14/11/2017,2,NEIN,NEIN,886,30.12 €,"26,685.31 €"
15/11/2017,2,NEIN,NEIN,1065,21.24 €,"22,619.12 €"
16/11/2017,2,NEIN,NEIN,1170,29.15 €,"34,103.44 €"
17/11/2017,2,NEIN,NEIN,2436,26.46 €,"64,436.84 €"
18/11/2017,2,NEIN,NEIN,3023,20.68 €,"62,497.86 €"
19/11/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
20/11/2017,2,NEIN,NEIN,1235,26.68 €,"32,956.78 €"
21/11/2017,2,NEIN,NEIN,1592,21.03 €,"33,470.48 €"
22/11/2017,2,NEIN,NEIN,1061,22.79 €,"24,175.51 €"
23/11/2017,2,NEIN,NEIN,1050,24.88 €,"26,111.10 €"
24/11/2017,2,NEIN,NEIN,3457,23.13 €,"79,940.48 €"
25/11/2017,2,NEIN,NEIN,3351,23.53 €,"78,843.68 €"
26/11/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
27/11/2017,2,NEIN,NEIN,1764,27.85 €,"49,128.70 €"
28/11/2017,2,NEIN,NEIN,1560,22.25 €,"34,713.03 €"
29/11/2017,2,NEIN,NEIN,1079,25.01 €,"26,982.98 €"
30/11/2017,2,NEIN,NEIN,906,22.50 €,"20,389.68 €"
01/12/2017,2,NEIN,NEIN,2759,19.66 €,"54,238.48 €"
02/12/2017,2,NEIN,NEIN,3070,19.36 €,"59,444.85 €"
03/12/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
04/12/2017,2,NEIN,NEIN,1227,25.11 €,"30,800.62 €"
05/12/2017,2,NEIN,NEIN,797,33.87 €,"26,983.88 €"
06/12/2017,2,NEIN,NEIN,1346,23.47 €,"31,587.65 €"
07/12/2017,2,NEIN,NEIN,1252,24.46 €,"30,628.01 €"
08/12/2017,2,NEIN,NEIN,3092,21.87 €,"67,624.56 €"
09/12/2017,2,NEIN,NEIN,2296,27.03 €,"62,058.37 €"
10/12/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
11/12/2017,2,NEIN,NEIN,1722,25.59 €,"44,062.86 €"
12/12/2017,2,NEIN,NEIN,1531,25.95 €,"39,721.55 €"
13/12/2017,2,NEIN,NEIN,1125,23.49 €,"26,425.08 €"
14/12/2017,2,NEIN,NEIN,966,23.38 €,"22,594.27 €"
15/12/2017,2,NEIN,NEIN,2543,20.40 €,"51,868.55 €"
16/12/2017,2,NEIN,NEIN,2685,30.05 €,"80,695.06 €"
17/12/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
18/12/2017,2,NEIN,NEIN,997,29.86 €,"29,773.16 €"
19/12/2017,2,NEIN,NEIN,1165,24.41 €,"28,440.15 €"
20/12/2017,2,NEIN,NEIN,1570,18.91 €,"29,693.75 €"
21/12/2017,2,NEIN,NEIN,878,26.58 €,"23,335.90 €"
22/12/2017,2,NEIN,NEIN,1807,28.40 €,"51,330.52 €"
23/12/2017,2,NEIN,NEIN,3452,20.10 €,"69,377.79 €"
24/12/2017,2,NEIN,NEIN,0,0.00 €,0.00 €
25/12/2017,2,JA,JA,0,0.00 €,0.00 €
26/12/2017,2,JA,JA,0,0.00 €,0.00 €
27/12/2017,2,NEIN,JA,3834,13.29 €,"50,944.02 €"
28/12/2017,2,NEIN,JA,2781,13.62 €,"37,891.37 €"
29/12/2017,2,NEIN,JA,3602,23.33 €,"84,046.62 €"
30/12/2017,2,NEIN,JA,4252,20.77 €,"88,301.43 €"
31/12/2017,2,NEIN,JA,0,0.00 €,0.00 €
01/01/2018,2,JA,NEIN,0,0.00 €,0.00 €
02/01/2018,2,NEIN,JA,3742,19.65 €,"73,533.32 €"
03/01/2018,2,NEIN,JA,1710,30.50 €,"52,164.50 €"
04/01/2018,2,NEIN,JA,1084,26.23 €,"28,425.56 €"
05/01/2018,2,NEIN,JA,3607,27.85 €,"100,452.34 €"
06/01/2018,2,NEIN,JA,3998,25.74 €,"102,896.40 €"
07/01/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
08/01/2018,2,NEIN,NEIN,1665,32.90 €,"54,778.20 €"
09/01/2018,2,NEIN,NEIN,1892,19.03 €,"35,997.76 €"
10/01/2018,2,NEIN,NEIN,1052,26.76 €,"28,159.83 €"
11/01/2018,2,NEIN,NEIN,1692,20.71 €,"35,047.25 €"
12/01/2018,2,NEIN,NEIN,2440,28.05 €,"68,449.60 €"
13/01/2018,2,NEIN,NEIN,2491,26.43 €,"65,838.96 €"
14/01/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
15/01/2018,2,NEIN,NEIN,1306,20.74 €,"27,095.03 €"
16/01/2018,2,NEIN,NEIN,1538,25.95 €,"39,913.84 €"
17/01/2018,2,NEIN,NEIN,1093,26.65 €,"29,128.70 €"
18/01/2018,2,NEIN,NEIN,1003,22.32 €,"22,388.07 €"
19/01/2018,2,NEIN,NEIN,2554,20.74 €,"52,976.68 €"
20/01/2018,2,NEIN,NEIN,2742,22.52 €,"61,749.30 €"
21/01/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
22/01/2018,2,NEIN,NEIN,1640,20.36 €,"33,390.67 €"
23/01/2018,2,NEIN,NEIN,2032,22.89 €,"46,523.26 €"
24/01/2018,2,NEIN,NEIN,806,24.56 €,"19,809.52 €"
25/01/2018,2,NEIN,NEIN,1057,23.77 €,"25,122.63 €"
26/01/2018,2,NEIN,NEIN,2586,22.78 €,"58,895.36 €"
27/01/2018,2,NEIN,NEIN,1965,29.78 €,"58,505.92 €"
28/01/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
29/01/2018,2,NEIN,NEIN,1492,20.76 €,"30,973.28 €"
30/01/2018,2,NEIN,NEIN,706,28.22 €,"19,910.83 €"
31/01/2018,2,NEIN,NEIN,1506,25.25 €,"38,030.74 €"
01/02/2018,2,NEIN,NEIN,1295,25.51 €,"33,019.03 €"
02/02/2018,2,NEIN,NEIN,2788,23.43 €,"65,326.68 €"
03/02/2018,2,NEIN,NEIN,5015,15.82 €,"79,321.10 €"
04/02/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
05/02/2018,2,NEIN,NEIN,1267,27.24 €,"34,502.31 €"
06/02/2018,2,NEIN,NEIN,1700,25.11 €,"42,694.89 €"
07/02/2018,2,NEIN,NEIN,830,28.81 €,"23,897.30 €"
08/02/2018,2,NEIN,NEIN,1012,21.74 €,"21,992.47 €"
09/02/2018,2,NEIN,NEIN,2007,26.81 €,"53,822.89 €"
10/02/2018,2,NEIN,NEIN,2323,29.59 €,"68,734.33 €"
11/02/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
12/02/2018,2,NEIN,NEIN,1677,15.88 €,"26,629.78 €"
13/02/2018,2,NEIN,NEIN,1459,16.60 €,"24,206.75 €"
14/02/2018,2,NEIN,NEIN,1310,24.14 €,"31,617.46 €"
15/02/2018,2,NEIN,NEIN,1353,25.45 €,"34,426.43 €"
16/02/2018,2,NEIN,NEIN,2345,24.38 €,"57,183.24 €"
17/02/2018,2,NEIN,NEIN,3162,24.85 €,"78,578.08 €"
18/02/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
19/02/2018,2,NEIN,NEIN,1814,17.40 €,"31,559.15 €"
20/02/2018,2,NEIN,NEIN,2049,21.17 €,"43,392.37 €"
21/02/2018,2,NEIN,NEIN,1462,23.56 €,"34,434.45 €"
22/02/2018,2,NEIN,NEIN,648,25.63 €,"16,613.00 €"
23/02/2018,2,NEIN,NEIN,3100,20.14 €,"62,437.94 €"
24/02/2018,2,NEIN,NEIN,2662,24.73 €,"65,829.57 €"
25/02/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
26/02/2018,2,NEIN,NEIN,1024,35.65 €,"36,515.31 €"
27/02/2018,2,NEIN,NEIN,1577,20.96 €,"33,044.23 €"
28/02/2018,2,NEIN,NEIN,1277,26.44 €,"33,753.74 €"
01/03/2018,2,NEIN,NEIN,748,27.01 €,"20,191.87 €"
02/03/2018,2,NEIN,NEIN,2105,26.09 €,"54,915.56 €"
03/03/2018,2,NEIN,NEIN,3136,21.62 €,"67,792.47 €"
04/03/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
05/03/2018,2,NEIN,NEIN,1788,19.95 €,"35,678.66 €"
06/03/2018,2,NEIN,NEIN,1492,22.55 €,"33,649.65 €"
07/03/2018,2,NEIN,NEIN,1410,18.48 €,"26,049.05 €"
08/03/2018,2,NEIN,NEIN,1671,13.92 €,"23,263.97 €"
09/03/2018,2,NEIN,NEIN,2489,24.01 €,"59,754.88 €"
10/03/2018,2,NEIN,NEIN,2917,17.70 €,"51,648.58 €"
11/03/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
12/03/2018,2,NEIN,NEIN,1407,23.77 €,"33,451.20 €"
13/03/2018,2,NEIN,NEIN,1380,23.69 €,"32,698.06 €"
14/03/2018,2,NEIN,NEIN,1172,23.72 €,"27,807.18 €"
15/03/2018,2,NEIN,NEIN,1189,25.37 €,"30,164.66 €"
16/03/2018,2,NEIN,NEIN,1666,29.00 €,"48,304.00 €"
17/03/2018,2,NEIN,NEIN,2231,30.49 €,"68,010.60 €"
18/03/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
19/03/2018,2,NEIN,NEIN,2012,28.47 €,"57,288.81 €"
20/03/2018,2,NEIN,NEIN,848,29.87 €,"25,318.91 €"
21/03/2018,2,NEIN,NEIN,1170,17.70 €,"20,720.05 €"
22/03/2018,2,NEIN,NEIN,1019,24.53 €,"24,987.15 €"
23/03/2018,2,NEIN,NEIN,2678,25.14 €,"67,323.38 €"
24/03/2018,2,NEIN,NEIN,2465,28.79 €,"70,972.45 €"
25/03/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
26/03/2018,2,NEIN,JA,2054,24.52 €,"50,369.32 €"
27/03/2018,2,NEIN,JA,2169,23.95 €,"51,960.44 €"
28/03/2018,2,NEIN,JA,1599,22.25 €,"35,578.88 €"
29/03/2018,2,NEIN,JA,1683,21.31 €,"35,871.88 €"
30/03/2018,2,JA,NEIN,0,0.00 €,0.00 €
31/03/2018,2,NEIN,JA,4222,19.43 €,"82,063.10 €"
01/04/2018,2,NEIN,JA,0,0.00 €,0.00 €
02/04/2018,2,JA,NEIN,0,0.00 €,0.00 €
03/04/2018,2,NEIN,JA,1109,25.42 €,"28,191.18 €"
04/04/2018,2,NEIN,JA,1227,31.46 €,"38,607.18 €"
05/04/2018,2,NEIN,JA,1482,24.36 €,"36,095.13 €"
06/04/2018,2,NEIN,JA,3801,23.33 €,"88,664.28 €"
07/04/2018,2,NEIN,JA,3587,25.71 €,"92,216.68 €"
08/04/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
09/04/2018,2,NEIN,NEIN,1277,21.48 €,"27,423.50 €"
10/04/2018,2,NEIN,NEIN,933,27.11 €,"25,294.93 €"
11/04/2018,2,NEIN,NEIN,1723,19.11 €,"32,920.53 €"
12/04/2018,2,NEIN,NEIN,1393,16.57 €,"23,082.86 €"
13/04/2018,2,NEIN,NEIN,3138,22.89 €,"71,835.61 €"
14/04/2018,2,NEIN,NEIN,2442,25.62 €,"62,561.38 €"
15/04/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
16/04/2018,2,NEIN,NEIN,1272,21.20 €,"26,980.39 €"
17/04/2018,2,NEIN,NEIN,1404,24.83 €,"34,846.82 €"
18/04/2018,2,NEIN,NEIN,1087,25.03 €,"27,194.23 €"
19/04/2018,2,NEIN,NEIN,1016,30.03 €,"30,503.85 €"
20/04/2018,2,NEIN,NEIN,2464,21.02 €,"51,787.04 €"
21/04/2018,2,NEIN,NEIN,2090,26.44 €,"55,252.13 €"
22/04/2018,2,NEIN,NEIN,0,0.00 €,0.00 €
23/04/2018,2,NEIN,NEIN,2195,21.04 €,"46,190.42 €"
24/04/2018,2,NEIN,NEIN,1116,24.38 €,"27,202.93 €"
25/04/2018,2,NEIN,NEIN,1330,20.58 €,"27,383.43 €"
26/04/2018,2,NEIN,NEIN,821,23.03 €,"18,904.05 €"
27/04/2018,2,NEIN,NEIN,2473,19.55 €,"48,328.84 €"
28/04/2018,2,NEIN,NEIN,3527,18.59 €,"65,578.43 €"
